,id,text,category
291,20480,"  miami beach , fla. ( reuter ) - postal worker shot wounded ex-wife friend tuesday waited line miami beach post office worked , police said . walked outside killed himself . two woman critical condition miami 's jackson memorial hospital , hospital spokesman said . `` this appears domestic incident , '' postal inspector-in-charge mark grey said statement . u.s. postal service medium relation manager kathleen macdonough identified gunman jesus antonio tamayo , aged 64 , worked postal service window clerk 21 year , miami beach police gave first name juan . `` he working behind counter noticed ex-wife enter friend , '' police spokesman bernie ruder said . `` he walked back door , re-entered front confronted them . '' tamayo fired two shot , hitting woman chest . walked outside parking lot shot face , ruder said . terrifed customer fled scene dived ground . `` all sudden everyone started screaming said 'he 's got gun -- run , run ' , '' witness augustus allen told miami tv station wplg . witness quoted initial television report said two woman complaining slow service . detail nature domestic dispute available . macdonough said 10 people lobby time . identified victim manuela tamayo , 52 , myrna mendoza , 55 . shooting occurred historic art deco-style post office four block fashion designer gianni versace shot dead july .","Cri
"
292,28689,"  havana ( reuters ) - tear joy , prayer call reconciliation echoed havana church city 's airport pilgrim cuban exile arrived historic five-day visit pope john paul ii . worker hung yellow white vatican flag alongside red , white blue cuban color route pontiff follow havana wednesday , charter plane flew united state reunite family separated decade ideology . `` thanks pope could come back , '' said alba fernandez hugged father , seen 18 year , arriving charter flight florida . large group cuban-americans tampa , florida , arrived wearing yellow t-shirt vatican color bearing word : `` the pilgrimage - home cuba . '' `` i feel like new . born again , '' said raul hernandez , miami , hugged brother tear . first time seen since raul left cuba 18 year ago . hernandez , 47 , called pontiff `` messenger peace '' would unite cuban . `` it mean thing going different better cuba , '' said . hundred pilgrim arrived aboard chartered jumbo jet new york . eighty-two-year-old bishop eduardo boza masvidal , expelled cuba 37 year ago shortly president fidel castro took power , returned havana parish tuesday venezuela celebrated emotional mass reconciliation among cuban . parishioner applauded , wept gave standing ovation . earlier tuesday , cuban authority banned firearm area pope visit said confident would repeat rash bomb attack hit cuba last year . `` all ( security ) measure have , naturally , taken . happen again , '' tourism minister osmany cienfuegos told news conference . would give detail special security measure papal trip , insisted `` sufficient police maintain necessary security . '' country political violence extremely rare , cuban shocked last year least seven bomb attack hotel tourist installation april september . italian businessman died several people injured . `` that organized abroad aim prejudicing country ... know , foreign mercenary , '' added cienfuegos . authority arrested salvadoran citizen september charge planted six bomb . government said far-right cuban exile opponent president fidel castro united state behind attack . havana , presence policeman , uniformed plainclothes , street noticeably grown recent day . cienfuegos said around 3,000 journalist 10,000 pilgrim tourist descending cuba pope 's visit . however , said would net gain island number visitor . `` simply , ( visitor ) substituted others , '' said . `` it high season moment . ( the papal visit ) june , would better . january , normally limit room anyway . '' u.s.-based human right group accused castro tuesday violating international law barring journalist critical government covering papal visit . letter faxed castro committee protect journalist ( cpj ) said many international reporter written critical story cuba denied visa trip . `` in view cpj , policy denying journalist visa travel cuba reprisal carrying professional responsibility constitutes attack press violation international law , '' letter said .","Oth
"
293,16891,"  denver , june 2 ( upi ) -- next phase timothy mcveigh 's trial , he 's convicted murder bombing oklahoma city federal building , jury decide punishment . mcveigh convicted federal court jury three bombing count eight murder charge 1995 bombing killed 168 people . beginning wednesday , juror hear argument whether executed . verdict announced following four day deliberation , u.s. district judge richard matsch said juror would allowed return home pending start penalty phase trial . matsch issued usual stern warning juror , telling them : `` do talk anybody it . one talk it , anyone attempt contact u immediately . '' continued , `` stay away now , stay away conflict , there 's going lot there . there 's lot influenced by . '' gag order matsch imposed lawyer case continued effect . citing order , mcveigh attorney stephen jones refused comment directly verdict , saying would ready proceed sentencing phase . verdict announced mcveigh led courtroom , grim-faced jones stood hundred reporter outside building . said : `` we visited mr. mcveigh , working tonight tomorrow . can not answer more . '' lead prosecutor joseph hartzler told reporter : `` we 're ready move next phase . '' ","Cri
"
294,14826,"  denver ( reuter ) - oklahoma city bombing trial crawled second day jury selection tuesday one potential juror staring defendant timothy mcveigh wondering nice looking `` kid '' could responsible 168 death . mcveigh , pleaded guilty planting bomb destroyed alfred p. murrah federal building , stared back blank expression father , sitting front row , hung head . one several moment relieved tedium long day jury selection legal expert predicted would stretch week , lasting well past april 19 second anniversary crime represents worst bombing attack committed american soil . car painter , philosopher , social worker , stagehand expert theatrical explosion , cry woman suffering stress , devout christian opposed death penalty recent college graduate quizzed thoroughly lawyer federal district judge richard matsch , searching potential juror . mcveigh officially trial `` use weapon mass destruction '' murder eight federal official . second defendant , former army buddy terry nichols , tried separately later . nichols turned 42 tuesday . first time , matsch dismissed potential juror , letting woman stress problem go know could stand pressure . already tear asked first question . mcveigh , wearing button-down oxford cloth blue shirt pressed khaki pant , followed proceeding closely , looking time friendly boy next door thin-lipped stern moment . laughed loudly joke made went expressionless one juror , social worker , said could believe someone looked nice could killed 168 people . woman , like potential juror identified security reason , said mcveigh : `` he look like nice kid ... overwhelming think person look like average kind person could thing . pretty awful thing . hard imagine someone could think this . '' two day 13 people questioned jury pool 350. judge find 64 possible candidate form jury 12 plus six alternate evidence 28-year-old mcveigh heard . college philosophy teacher followed shortly after , complaining 40-page questionnaire asked fill badly phrased . turned questioning seminar , explaining complicated ph.d. thesis criticizing death penalty death final . juror opposed capital punishment can not chosen charge mcveigh carry death penalty . asked several time could consider death penalty mcveigh found guilty , conceded would consider anything , including `` whether may dreaming . '' ibm compter specialist described devout christian last potential juror called day . said would comfortable imposing death penalty unless heinous crime shadow doubt . `` i feel mostly god 's job judge , '' said . another potential juror , stagehand denver convention center , told judge presided lawsuit man brought `` rendered reasonable opinion . '' judge said `` for once '' potential juror said : `` it favor , sir . '' whole courtroom burst laughter , including mcveigh . matsch seemed eager speed questioning potential juror , several time snapping testily attorney . cut defense attorney stephen jones lengthy examination one potential juror . matsch , known temper , said , `` i believe adequate time examine witness . ''","Cri
"
295,17816,"  tirana , albania ( reuter ) - albanian socialist leader fatos nano claimed sweeping victory president sali berisha 's democratic party election sunday intended end month violence suggested president would quit . minute fraction official result declared largely peaceful poll , impossible forecast final outcome . nano told reporter party 's data showed 60 115 seat contested majority voting rule together leftist party would two-thirds majority parliament . `` a center-left coalition control two-thirds new parliament sure , '' nano said . said socialist also stood win half 40 seat contested proportional rule . nano , released prison three month ago , indicated final stage campaign `` cohabitation '' berisha possible event big socialist win said hastily-convened news conference outcome expected meant president resign . `` with figure already confirmed support albanian people gave center-left coalition , problem already resolved , '' said . berisha , elected parliamanet president since 1992 , also suggested would step party beaten opposition . jubilation socialist headquarters contrasted long face among berisha stalwart , reflecting possible loss . official count far gave socialist handful seat south , heartland month rebellion berisha 1,500 people killed . president 's democrat officially seat far , claimed captured 19 seat several region . isolated incident across balkan state claimed least one life , electoral official killed near southern town fier . apart minor irregularity , voting proceeded without violence gripped country month . catherine lalumiere , top official organization security cooperation europe ( osce ) overseeing vote , toured polling station tirana provincial town helicopter said generally pleased saw . osce said would unrealistic normal western standard attained albania 's election . italian prime minister romano prodi , speaking reporter bologna , said `` extremely satisfied '' way vote conducted . official said turnout healthy 65 percent hour voting ended . poll closed 6 p.m. , three hour earlier originally planned , ensure safety voter 500 international observer ahead counting . 7,000-strong international protection force sent albania april helped protect polling station . interior ministry warned people message flashed television screen stage street celebration , particularly tirana 's central skanderbeg square . armed police took position nearby armored vehicle patrolled major street . slightly isolated shooting usually erupts tirana evening . berisha nano , blame president month upheaval , pledged respect election outcome . socialist spokesman kastriot islami claimed socialist 11 15 seat tirana captured 85 percent vote part south . socialist supporter tirana sang chanted outside party headquarters . south , gang denouncing berisha still control town , gunman fired long volley air official result showed socialist far lead . 1,000 candidate 27 party stood 155 parliamentary seat -- 115 decided two-round majority race rest proportional system . democrat held 122 140 seat outgoing parliament . second round held next sunday two top candidate district one 50 percent vote first round . election campaign conducted state emergency imposed march 2 try quell unrest . 10 p.m. 5 a.m. curfew lifted election day .","Pol
"
296,46359,"  vatican city , jan 1 ( afp ) - pope john paul ii called peace around world new year 's address 30,000 faithful gathered saint peter 's square friday , appeared good form despite health problem . speaking window office , pope said hoped 1999 would `` a year authentic progress serene peaceful coexistence entire world . '' later , celebrating mass saint peter 's basilica , said convinced `` desire peace , inspired united nation proclaim declaration human right 50 year ago , continues encourage effort people seek build fairer better world '' . 78-year old pope appeared relatively good form despite parkinson 's disease suffering . face particularly busy schedule year , including preparation millennium celebration . pope also make official visit january 22-28 mexico saint louis , missouri , announce conclusion synod america . also expected travel poland , romania asia . ","Oth
"
297,22184,"  denver ( reuter ) - judge second oklahoma city bombing trial wednesday reversed agreed request defendant terry nichols ' attorney discus challenge prospective juror open court . decision u.s. district court judge richard matsch marked departure first bombing trial nichols ' former army buddy co-defendant , timothy mcveigh , convicted june sentenced die . hint wednesday brief tension emerged day lead defense attorney michael tigar complained way matsch talked prospective juror . judge rebuked juror , computer programmer , saying thought computer might better job judging guilt innocence . nichols , 42 , convicted april 19 , 1995 , bombing alfred p. murrah federal building killed 168 people , could face fate mcveigh . prosecution argues nichols played key role helping mcveigh carry bombing plan . nichols pleaded guilty say time bombing family 240 mile ( 380 km ) oklahoma city . matsch said challenge cause -- bias -- discussed open court friday afternoon . cautioned attorney make sure disclose private detail life potential juror . judge said want make sure lawyer '' respect privacy interest '' juror . `` absolutely , honor , cautious , '' defense lawyer tigar said . first bombing trial , lawyer discussed challenge cause judge 's chamber reason made public . matsch noted trial separate ruled first one `` doe control here . '' potential juror interviewed individually court sit behind sloping screen spectator courtroom can not see them . identity kept secret order protect privacy . judge , defense attorney prosecutor interview wide range subject , focusing sentiment toward death penalty . written argument unsealed wednesday , nichols ' lawyer said inherently prejudicial require potential juror willing consider execution penalty said people view `` human life sacred '' considered jury . become juror person must willing follow judge 's instruction consider death penalty life prison appropriate punishment . prosecutor called defense 's argument attempt `` to stack panel '' said people believe `` reverence life '' juror refuse consider death penalty . judge ruled publicly dispute . selection process gone slowly , 13 people interviewed since monday . could take least three week possibly longer select jury 12 six alternate .","Cri
"
298,16329,"  kinshasa , zaire ( reuter ) - laurent kabila 's rebel force marched triumphantly zaire 's capital kinshasa sunday , cheered onlooker urged world power form broad-based government bridge election . resident reported resistance sunday least one group loyalist soldier , body soldier civilian killed overnight shootout rebel littered kinshasa neighborhood . however , united state , one five western nation troop standby congo evacuate foreigner zaire , said scaling back operation peace returned kinshasa . fate whereabouts ousted president mobutu sese seko , 66 suffering prostate cancer , remained uncertain . spokesman rebel vowed would hunt `` wherever go . '' `` with u , never peace . wherever go , find him , '' zamba afri kounyen , spokesman france rebel alliance democratic force liberation congo ( afdl ) , said . rebel leader laurent kabila sent delegation sunday kinshasa southeastern city lubumbashi reassure people security . asked whether going contact kinshasa opposition leadership , delegation 's leader deogratius bugera , secretary-general alliance , told reuters : `` that take there . going contact compatriot without exception . party , civil organization , everyone . '' bugera would say kabila would visit kinshasa : `` he major task here . come finished . '' rabat , security official said mobutu family arrived aboard three gabonese plane , staying moroccan capital . paris , family friend said believed mobutu still home village gbadolite , retired `` rest '' handing power emergency rule government friday -- day rebel marched kinshasa , kabila proclaimed head state . liechtenstein , responding french news report mobutu might travel wait french election seeking exile france , said sunday wanted . neighboring switzerland said saturday would likely reject visa request him . kabila 's force marched government diplomatic quarter sunday , night sporadic shooting area yet control . first broadcast national radio kinshasa , rebel ordered government troop report sunday morning warned looter would severely punished . one witness saw 40 body collected different neighborhood one hour sunday morning , soldier went last-minute looting spree saturday night . south african deputy president thabo mbeki scheduled sunday first foreign dignitary meet kabila , 56 , since rebel proclaimed victory . african national congress ( anc0 formally congratulated kabila alliance said absence major bloodshed tribute mediation effort south african president nelson mandela . united state , former colonial power belgium , france , one mobutu 's last friend , germany reacted kabila 's victory calling broad-based government election . u.n. secretary-general kofi annan , speaking moscow , echoed message , urging kabila respect `` choice voice '' zairian people . organization african unity joined growing chorus call reconciliation zaire following seven-month civil war , warned : `` the people congo-zaire great expectation . africa . '' kenya , tanzania rwanda , said would work new government kabila . pope john paul ii , joining call reconciliation , also called plight rwandan refugee overlooked . france , grudgingly acknowleding zaire 's shift power , saturday urged afdl allow united nation probe report rebel massacred refugee east country . within hour mobutu ousted , switzerland blocked asset family may there . swiss medium speculated may $ 4 billion stashed neutral alpine haven , banker sceptical this .","Str
"
299,14091,"  arkadelphia , ark . ( reuter ) - rescue worker repair team poured arkansas monday help stunned resident recover > from devastating weekend tornado killed 25 people wrecked score business home . quiet college town arkadelphia , fleet truck , bulldozer excavator crawled around main street entire downtown area , dozen building flattened tornado ripped saturday night , looked like war zone . national guardsman state trooper picked huge pile rubble search victim . around them , survivor tried recover photo album personal possession wreckage others mourned dead . queenie cook burst tear told daughter 's friend abbie brian killed along mother , stepfather friend . `` it 's sad , sad . played little girl basketball team growing up . ca n't believe it , '' said . `` her mother talked game . know , mother sort stuff . please tell more . '' brian three inside trailer home tornado struck , blowing street rafter another wrecked home . stepfather 's body thrown trailer dumped tornado 2 1/2 block away . total 14 tornado ripped home car 250-mile path arkansas saturday night , killing six people arkadelphia 19 elsewhere . 25th victim , 47-year-old mickey jenkins , died hospital monday injury sustained rural home northeastern arkansas imploded hit tornado . `` he died head injury . know flying debris whether house simply crushed him , '' said dan langston , sheriff greene county . little rock suburb college station , christopher king said sister barbara died saving daughter 's life throwing top debris flew air . `` it 's really tragic . u hurting ... deal it , '' king said . arkadelphia hardest hit . across town center monday , neighbor gathered small group console swop tale close escape . `` the lord u , '' said millie patterson , 45 , recalled husband thrown bathroom basement tornado pounded home . across road , bill woodall said hit head door half stucco wood home lifted blown away . `` i know escaped , '' said , pointed pile rubble 30 yard away young woman accountant killed office collapsed . `` i guess we 're pretty lucky . '' state official said saturday 's five-hour onslaught brought twister last year . 400 people injured 700 home destroyed damaged . eleven county declared disaster area james lee witt , director federal emergency management agency , arrived monday lead repair effort . official said cleanup operation could take week , would month year arkadelphia , town 10,000 people 60 mile southwest little rock , recovered > from damage . dozen smashed car , flipped upside down , littered town 's street utility worker struggled high wind restore electricty 1,000 home . ","Dis
"
300,22681,"  rome , oct 9 ( afp ) - italian prime minister romano prodi said thursday going submit resignation president , signalling end 17-month-old center-left government . said chamber deputy -- confidence vote held -- proceeding `` immediately '' present resignation head state oscar luigi scalfaro . prodi 's decision followed failure please far-left refounded communist -- whose support government depends -- concession tough draft austerity budget next year . `` you chosen bank poor people , '' said refounded communist ' parliamentary leader oliviero diliberto shortly prodi 's announcement . milan stock exchange fell 3.46 percent 3:30 p.m. ( 1330 gmt ) news prodi 's plan resign came out , mibtel index losing 567 point 14,952 . lira also fell , 988 german mark london 984 earlier day 981 late wednesday . prodi counting passage draft budget pave way italy 's membership single european currency launched january 1999 . ball scalfaro , dissolve parliament call general election -- last one april 1996 -- appoint new prime minister try form new government . prodi decided throw towel chamber deputy could vote non-confidence vote put forth refounded communist . deputy prime minister walter veltroni indicated corridor parliament favored fresh general election resolve italy 's latest political crisis . `` in european democracy , government fall , voice ought pas voter , '' said . `` we worked like madman ... save country effort blocked thanks irresponsiblity one party , '' said . anger also voiced head green caucus , mauro paisson , said refounded communist `` given gift right wing '' would opportunity try get back office . `` the fall prodi government due refounded communist serious political mistake going paid poor , '' said .","Pol
"
301,26281,"  moscow ( reuters ) - russian security force arrested lone hijacker released 142 passenger unaware hijacking left plane flying far east moscow wednesday , airport security official said . `` everyone safe sound , '' gennady zaitsev , head russia 's federal aviation service , told reporter moscow 's sheremetyevo-1 airport plane landed . hijack suspect , gennady todikov , 59 , seized ilyushin-62 airliner early morning took magadan en route moscow 142 passenger eight crew member board , including 42 child . deputy interior minister pyotr latyshev told parliament later day hijacker delivered letter signed three passenger demanding $ 10 million written guarantee take switzerland grant political asylum there . armed fake bomb , police said . latyshev said reason suspect accused hijacker 's mental health . todikov told interrogator thought someone monitoring him , highlight oppression disagreement russian government , sold apartment magadan decided hijack plane , latyshev said . `` of course , expert make conclusion , reason doubt psychological health , '' latyshev said . said elite alpha commando force detained hijacker asked emerge aircraft negotiate official . sheremetyevo-1 spokeswoman said suspicion two hijacker plane prove true . vladimir gudkiyev , state duma lower house parliament deputy magadan region , said accused hijacker appeared calm composed seized . `` he looked calm , produced document , answered question , '' gudkiyev told reporter , adding todikov resident magadan region offered little resistance captured . airliner landed 11:29 a.m. sheremetyevo-1 russian security force already set emergency headquarters . police evacuated immediate area sealed domestic terminal sheremetyevo-1 , share runway sheremetyevo-2 international terminal . official said airport closed altogether . president boris yeltsin , sanatorium outside moscow acute respiratory viral infection , discussed possible counter-measures interior minister anatoly kulikov nikolai kovalyov , head federal security service , itar-tass news agency said . quoted yeltsin 's spokesman , sergei yastrzhembsky , saying president `` naturally worried fate board '' `` closely monitoring situation . '' unlike yeltsin , passenger flight 8116 unaware problem flight barred leaving plane hour landed . `` everything fine calm , passenger knew nothing , '' said vladimir yermolayev , 57-year-old passenger . `` we learned happened getting surrounded ( by commando ) . scary . ''","Cri
"
302,15447,"  grand fork , n.d. ( reuter ) - boat patrol cruised flooded street devastated north dakota city monday searching straggler crane prepared knock building gutted fire downtown district . roughly 90 percent grand fork water cresting red river , flooded vast stretch northern u.s. plain past three week . white house announced president clinton would visit tuesday , arriving air force base used emergency shelter city resident . `` when see disastrous condition grant u assistance -- much assistance , '' grand fork mayor pat owen told reporter daily news briefing . icy , murky floodwaters polluted raw sewage stood much 10 foot deep downtown street , gutted building stood gaping fierce weekend fire . across red river east grand fork , minnesota , house nearly submerged floated loose foundation , mayor town 9,000 said . `` many people left shirt back . money , possession . we 've told stay town least two week , '' mayor lynn stauss said . official worried federal assistance $ 10,000 $ 15,000 per family would fail meet need many resident lost everything expert called once-in-500-year flood . `` i think need money available people rebuild house . grant money , loan . money available enough , '' said u.s. rep. collin peterson , democrat minnesota . recovery effort can not begin water recede , river expected remain forecast crest grand fork 54 foot -- 26 foot flood stage -- several day . meanwhile , 75 mile upstream fargo , massive diking operation kept state 's largest city mostly dry , water dropping inch hour . grand fork faced clear disaster . journalist taken aloft national guard helicopter saw city 50,000 people transformed ghost town stranded amid vast , chocolate-colored swamp . business district , hit fire floodwaters overpowered makeshift dike friday , blackened ruin motorboat manned emergency crew puttered flooded street looking people pet stranded amid chaos . official said moved crane downtown atop flatbed truck begin demolition work several city block consumed fire . despite crisis , police reported two burglary -- auto part store pawn shop -- said effort concentrated removing people safety . police spokesman byron sieber said blind man '' heavily medicated '' 96-year-old woman forcibly removed home floodwaters lapped doorstep . sieber also said spotted two people riding jet- ski sweep downtown . resident want return may allowed back two week lack service . city 's water treatment plant flooded saturday , may three week fresh water flow again . official also began worrying new threat city . desperate operation way keep floodwaters swamping telephone switching station , lost could wipe phone service area . gas-powered emergency generator also rushed place nearby chemical plant head possibility sudden power outage could cause vent noxious content air . northward-flowing red continued relentless surge toward canadian border , small town ordered evacuated north dakota across manitoba . official expect river crest emerson , 100 mile south winnipeg , wednesday said well-traveled border crossing would closed midnight monday .","Dis
"
303,33421,"  minor , ala. ( reuters ) - telephone call came open door church warning coming tornado , worshiper left bible class huddled together hallway . twister ripped apart hilltop building , screamed others sang hymn . tempest passed , walked alive . `` the hand god church , '' survivor ray kiker said . five dozen member congregation taking class nondenominational church beyond birmingham city limit powerful bank thunderstorm unleashed tornado ultimately killed least 42 people four state reduced hundred home rubble . relative called church around 8 p.m. wednesday warn coming storm . church clock , retrieved ravaged sanctuary thursday , frozen 8:21 . `` we heard tornado coming across hill . probably lasted two three minute . longest time ever experienced , '' debbie blackburn , 45 , said . hunkered hall , child sang `` my god awesome god , '' said . others screamed terror . `` all heard loud roar , debris , everything started flying . window breaking , glass flying . huddled down , '' dianne kerr , 46 , said . twister destroyed church , lifting roof , collapsing wall twisting structural steel . concrete facade tumbled onto two car . vehicle overturned parking lot swept nearby ravine . yet portion two wall surrounding church hallway remained intact parishioner walked away little cut . daylight , returned rummage wreckage , retrieving waterlogged bible cross . someone found purple gold banner reading `` jesus , king king , lord lord '' hung crumbled wall . `` we know hand god , '' kerr said . nearby mcdonald chapel , small community wood-frame house tornado killed 22 people april 1956 , demon kennedy making bowl soup tornado roared `` like freight train '' dark . pushed 67-year-old grandmother versie morrow bathroom howling wind tore roof house . `` i saw top go off . saw side go off . looking demon said going get killed , want u die together , '' morrow said . kennedy , 25 , shoved morrow bathtub wall room ripped away , protected body storm pummeled plank brick . `` he like hen biddy , '' morrow said . '' he saved life . '' standing amid ruin wood frame home lived 20 year , wearing pink sweater pant knit cap borrowed neighbor , morrow said grateful alive . `` i never seen nothing like life , '' said . `` i blessed , truly blessed . '' ","Dis
"
304,27166,"  san cristobal de la casas , mexico , dec 23 ( reuters ) - paramilitary gunned 45 unarmed indian , woman child , mexico 's troubled southern state chiapas , red cross said tuesday . attack worst single act violence since january 1994 uprising state zapatista indian rebel government . radio report said victim zapatista supporter . paramilitary attacked remote chiapas mountain village acteal 450 mile ( 750 km ) southeast mexico city , midday monday , firing automatic weapon indiscriminately , survivor said . mauricio rosa , president red cross nearby town san cristobal de la casas , told reuters organization confirmed death 45 people . dozen injured . `` at 4 a.m. let ( red cross personnel ) acteal took 45 body , nine men , 21 woman , 14 child baby , '' said telephone interview . `` this truly tragedy . '' `` this absolute outrage , know many dead war , '' said father gonzalo ituarte icario , secretary mexico 's national commission mediation ( conai ) chiapas . greenpeace told president ernesto zedillo letter `` we outraged blood spilled . outraged impunity paramilitary group . outraged fear recognizing right indigenous group . '' presidential chief spokesman fernando lerdo de tejada said government `` completely absolutely rejected kind violence . '' `` the federal government proceed order complete thorough investigation event responsible punished , '' told reuters . chiapas hospital overwhelmed doctor struggled cope flood injured . witness said scene salubridad clinic chiapas hill town san cristobal de la casas -- nearest main center acteal -- `` dante-esque , '' blood dying everywhere corridor filled cry woman child . `` this unspeakable , armed attack defenseless civilian , refugee political violence unleashed municipality last two month , '' said patricia marina , fray bartolome de la casas centre human right san cristobal . `` now many child left without father mother , '' added . hospital director francisco millan velasco told reuters least 13 people brought bullet wound , including comatose 4-year-old girl whose skull shattered dum-dum bullet boy jaw destroyed . motive attack immediately clear violent clash recent week area around chenalho paramilitary backed ruling institutional revolutionary party ( pri ) indian supporter zapatista rebel launched 1994 revolt . pri national president mariano palacios alcocer denied party way involved attack , criticizing `` simplistic explanation '' massacre . mexican front human right said pri state government chiapas put trial massacre responsible recent violence there . end november , several thousand indian fled mountain around chenalho , braving cold hunger escape wave paramilitary police violence claimed least 10 life . radio report said victim supporter chiapas 's zapatista rebel , burst onto national stage jan. 1 , 1994 , violent uprising mexican government least 140 people died . wave paramilitary violence swept state since gunman accused backed landowner local politician sought punish villager support rebel zapatista national liberation army ( ezln ) . local resident javier jimenez luna told reuters massacre planned pri paramilitary three village . `` they agreed attack base support zapatista national liberation army acteal , '' said . government agreed cease-fire rebel allow peace negotiation . talk broke september 1996 zapatistas accused authority reneging promise tension steadily rising state recent month . political commentator repeatedly criticized president ernesto zedillo failing act decisively end deadlock calm violence chiapas .","Str
"
305,15443,"  new delhi , april 21 ( reuter ) - india 's new prime minister inder kumar gujral , marxist-turned-social democrat , promisd monday press ahead open-market economic reform pursue peace talk old foe pakistan . gujral , talking reporter sworn president shankar dayal sharma country 's 12th prime minister since independence 1947 , said confident would able persuade former finance minister p. chidambaram join cabinet . chidambaram 's regional tamil maanila congress ( tmc ) party decided saturday join new government united front coalition passed party chief , g.k . moopanar , prime minister favour gujral . `` all economic policy previous government continue strengthened , '' gujral said tea sharma ornate british-built presidential palace . asked new job would help improve tie pakistan , gujral , foreign minister ousted prime minister h.d . deve gowda 's government , said : `` all foreign policy intiatives continue . '' gujral said would keep foreign finance ministry portfolio . politician said new prime minister hoping chidambaram , popular among investor outspoken proponent liberal economics , would return soon old job . official close goateed , 77-year-old leader said likely continue keep foreign affair job ahead crucial talk pakistani prime minister nawaz sharif . expected meet fringe summit seven-nation south asian association regional cooperation ( saarc ) starting maldives capital male may 12 . gujral helped initiate thaw troubled relation india pakistan foreign secretary met march first time three year . foreign minister , later held talk pakistani counterpart , gohar ayub khan , new delhi . foreign secretary , highest ranking civil servant foreign ministry , likely meet islamabad may . gujral expected win confidence vote set tuesday , support 542-member lower house united front 's 178 vote congress party 's 140 . way , gujral 's next task pilot chidambaram 's investor-friendly budget parliament . budget , would slash tax spur private investment , sparked rally share price introduced february . speaker lower house , p.a . sangma , told reporter gujral favoured chidambaram 's plan parliament would take budget april 30 hope passing mid-may . rightwing hindu bharatiya janata party ( bjp ) said chidambaram 's budget longer valid . `` since new government coming in , fresh budget , '' bjp president lal krishan advani said . apart four former tmc minister one janata dal party , gujral retained entire outgoing cabinet said member would continue hold old portfolio . may appoint junior foreign minister . gujral , held first ministerial post 1966 indira gandhi 's government , second oldest person indian prime minister . morarji desai led country 's first coalition government 1977 age 81 .","Pol
"
306,44184,"  jakarta , nov 12 ( afp ) - indonesia thursday saw worst violence since riot forced fall president suharto , soldier police used bullet teargas break largest student ' show opposition assembly think cling suharto 's policy . 100 injured , hospital said . second day violence soldier fired shot air clashed 4,000 student marching towards parliament wednesday . soldier police charged two column student converging national parliament , beating rattan stick teargas grenade , bullet water cannon failed halt advance . least 98 student rushed six hospital , least two rubber bullet wound , hospital staff said . witness said seen three student rubber bullet wound shortly second round shot fired . 9,000 student , reinforced thousand civilian supporter , launched three-prong attack parliament , converging three different direction . student met massive security cordon deployed around legislative building 1,000 member people 's consultative assembly ( mpr ) meeting third day set date new election discus political reform . security force closed 10-kilometre ( six-mile ) stretch tollway pass parliament used student demonstrator previous day get near building . cold water jet three water cannon failed budge 3,000 student already drenched rain massing three hour overpass 100 metre ( 330 foot ) north parliament . charge stick-wielding soldier police , teargas finally dispersed them . tear gas grenade thrown 2,000 student come opposite direction two kilometre ( 1.3 mile ) parliament , followed volley rubber bullet shot . second volley shot fired 30 minute later student regrouped made second attempt break thick phalanx security . column 4,000 student , come northeast main thoroughfare locked standoff heavy security block foot nearby cloverleaf overpass . student , walked four hour central jakarta , later forced way gathered near jakarta police headquarters side overpass . dispersed one hour later chanting return friday . student reformist say assembly leftover suharto era demanded early election . thousand commuter stranded public transport scarce . shop , bank business protest route closed , causing jitter stock exchange lost 1.4 percent . military chief general wiranto reported growing tension capital president b.j . habibie palace afternoon , source said . student rally protest mpr session also took place java city bandung , solo , yogyakarta purwokerto , suara pembaruan evening daily said . assembly thursday broke five committee debate final form 12 draft law allow election 1999 . mpr agenda thursday included limiting president two term investigating personal wealth suharto family . student also want military kicked parliament , hold 75 seat . military opposes threat political role . assembly decided work towards phasing military parliament five year , ruling party faction leader said . despite threat student reformist would accept postponing may 1999 fresh election promised habibie , mp said home affair minister syarwan hamid also sits mpr , demanded election held july . argued draft election bill would completed january preparation election needed six month .","Str
"
